budget,urgency,views,saves,bedrooms,preapproved,open_house,agent_response_hours,converted
1000000,65,43,9,4,1,1,52,1
500000,23,31,9,5,1,0,42,1
5000000,46,20,19,5,0,1,0,1
750000,22,45,3,4,1,1,20,1
750000,45,28,5,4,1,1,56,0
5000000,2,33,7,2,1,1,29,1
5000000,80,4,13,5,0,0,69,0
750000,10,11,4,6,0,0,54,1
2000000,61,4,4,2,0,1,62,0
100000,28,9,10,2,1,1,43,1
300000,4,37,1,1,1,0,0,1
100000,29,44,4,4,1,1,6,1
750000,4,24,6,4,0,0,66,1
200000,16,47,18,6,0,0,69,0
750000,40,15,7,6,0,1,23,1
500000,58,10,19,6,0,0,47,1
100000,32,3,6,2,0,0,72,0
1000000,31,2,5,2,1,1,15,1
5000000,83,21,8,3,1,0,33,0
200000,88,17,0,6,1,1,64,0
5000000,33,25,10,5,0,0,67,1
1000000,51,14,6,5,0,0,10,1
1000000,19,5,11,6,0,1,0,1
1000000,30,37,4,5,0,0,8,0
2000000,17,49,5,1,1,0,6,0
5000000,29,24,19,4,0,0,24,0
1000000,83,26,10,1,1,0,3,1
200000,55,13,0,4,1,0,63,0
200000,64,34,18,5,1,1,2,1
2000000,20,30,12,4,1,1,2,1
200000,30,40,9,2,1,0,36,0
2000000,41,29,17,5,1,1,19,1
750000,72,16,7,4,1,0,34,1
1000000,1,40,10,5,1,0,15,1
5000000,70,8,13,5,1,1,62,1
500000,47,29,6,3,1,0,34,1
750000,46,44,0,6,1,1,10,1
200000,73,43,14,6,1,0,69,1
5000000,56,4,10,4,1,1,19,1
1000000,53,8,0,5,0,0,60,0
300000,67,31,11,5,1,0,58,1
750000,56,31,18,5,1,1,28,0
2000000,8,36,8,1,1,1,10,1
750000,83,42,19,5,0,0,43,1
2000000,11,32,8,2,1,1,47,1
100000,42,32,20,3,0,1,29,0
500000,53,46,16,6,1,0,49,0
2000000,84,15,3,5,1,1,65,1
5000000,28,35,3,1,1,0,64,1
1000000,4,33,12,2,0,1,4,1
750000,90,0,9,4,0,0,39,0
2000000,43,48,14,6,1,1,71,0
5000000,77,8,16,3,0,0,56,0
1000000,62,1,10,5,1,1,17,0
2000000,50,17,10,4,0,0,40,1
5000000,20,38,1,3,0,0,43,1
300000,55,10,11,6,0,0,15,0
100000,46,36,4,6,0,0,46,0
5000000,15,20,0,3,1,1,52,0
2000000,41,31,11,1,0,1,57,1
750000,79,26,13,4,1,0,14,1
750000,6,31,16,2,1,1,71,0
300000,65,24,11,1,0,0,21,0
750000,18,43,17,1,0,1,60,1
750000,51,3,16,2,0,1,15,0
100000,62,40,5,1,0,1,14,0
1000000,13,24,13,6,0,1,19,1
2000000,66,26,14,6,1,1,66,1
750000,59,14,3,1,0,1,53,1
300000,86,20,8,4,0,0,38,0
750000,9,27,7,5,1,1,51,0
200000,61,48,16,2,1,0,19,1
100000,31,47,15,1,1,1,24,1
2000000,60,43,2,1,0,0,37,0
200000,45,13,10,2,0,1,49,0
500000,26,27,0,1,0,1,69,1
100000,74,45,10,1,0,0,10,0
100000,12,47,11,4,0,1,48,1
300000,56,17,3,2,0,1,20,0
100000,42,20,18,4,0,0,22,0
100000,46,11,8,2,0,1,66,0
2000000,78,32,1,1,0,0,14,0
5000000,55,16,12,2,1,1,43,1
2000000,77,7,11,4,0,1,16,0
300000,80,33,7,5,0,0,51,0
1000000,71,18,12,6,1,1,19,1
5000000,14,50,12,1,0,1,2,0
2000000,77,32,13,3,0,0,43,1
5000000,50,10,14,4,1,1,61,1
750000,42,32,20,4,1,0,40,0
500000,29,3,13,2,1,0,23,1
500000,1,28,13,2,0,0,14,1
300000,69,19,0,2,1,0,23,0
500000,36,45,12,4,1,1,24,0
1000000,12,26,19,3,1,1,46,1
300000,34,23,20,1,0,0,61,0
5000000,58,9,10,4,1,1,33,1
200000,10,31,8,4,1,1,71,0
300000,78,27,7,5,1,1,57,1
750000,3,39,1,5,0,1,37,1
300000,38,14,18,4,1,0,52,1
300000,41,11,7,5,1,1,9,1
500000,37,43,12,5,0,0,46,0
5000000,24,3,4,2,0,1,5,0
1000000,40,26,14,3,0,0,47,1
500000,35,5,1,1,1,0,34,0
2000000,38,15,4,1,1,0,54,0
100000,68,6,16,1,0,0,48,0
100000,62,1,10,1,1,1,53,0
2000000,43,0,11,6,1,1,42,0
1000000,74,28,9,1,0,0,65,1
300000,0,4,9,2,1,1,47,1
5000000,20,21,9,2,0,1,35,1
2000000,61,21,7,5,1,1,61,1
100000,27,18,11,3,0,1,32,0
1000000,37,10,9,2,0,0,72,1
5000000,85,25,11,3,1,1,25,1
500000,61,21,7,3,1,0,19,1
300000,20,1,18,4,0,0,0,0
500000,74,19,7,5,1,0,46,1
2000000,16,21,15,5,0,1,72,0
750000,83,12,0,4,0,0,34,0
100000,34,44,14,1,0,0,42,0
200000,2,3,7,2,0,1,45,0
1000000,25,6,7,1,0,0,48,1
500000,23,32,12,3,0,1,54,1
200000,15,38,1,3,0,0,12,0
1000000,46,32,1,4,1,1,72,1
100000,68,36,15,6,1,0,14,1
200000,11,22,7,1,0,1,51,1
200000,51,33,16,5,0,0,13,0
100000,55,28,20,2,1,1,38,1
200000,26,6,18,3,0,1,25,0
100000,76,42,14,2,0,1,57,0
5000000,23,1,2,1,0,0,53,0
1000000,68,15,6,5,0,1,49,1
5000000,73,3,12,6,1,1,71,0
1000000,77,19,1,4,1,0,59,1
200000,78,31,2,5,1,1,38,0
1000000,64,44,14,2,1,0,34,1
1000000,87,26,6,6,1,1,20,1
5000000,28,2,9,6,1,1,52,1
100000,80,17,14,2,1,0,71,0
1000000,50,42,20,3,1,0,29,1
200000,73,45,2,1,0,0,10,0
100000,53,45,15,5,0,1,69,0
750000,14,4,0,6,1,1,30,1
200000,45,39,16,5,1,1,60,1
500000,49,14,16,1,1,1,54,1
1000000,49,10,11,2,1,0,50,1
1000000,30,31,17,3,1,0,19,1
2000000,77,41,2,3,0,0,15,0
5000000,34,19,5,4,0,0,22,1
100000,3,33,8,6,1,0,60,1
750000,73,29,8,6,0,1,41,1
100000,71,16,0,1,0,0,45,0
5000000,38,42,9,2,0,0,71,1
1000000,20,49,18,5,1,0,50,1
750000,15,23,7,6,0,0,66,1
750000,59,27,0,2,1,1,57,1
200000,76,37,10,6,0,0,56,0
300000,88,37,3,5,1,0,35,1
300000,18,0,9,6,1,1,3,0
750000,2,35,7,6,0,0,43,1
2000000,48,3,17,5,1,1,45,1
5000000,52,29,11,2,0,0,52,1
1000000,5,12,18,3,0,0,29,0
100000,21,48,19,3,0,0,56,1
500000,59,14,9,6,1,0,6,1
2000000,89,48,11,1,0,1,8,1
1000000,6,27,18,6,1,1,40,1
300000,68,20,2,4,1,1,65,0
1000000,69,5,8,4,0,1,39,0
200000,45,7,0,2,1,1,46,0
5000000,25,0,11,2,1,1,59,1
200000,24,5,8,3,1,1,2,1
300000,83,13,0,4,1,1,63,0
750000,48,30,14,6,0,1,25,1
750000,85,44,7,2,1,0,57,0
5000000,85,17,16,6,1,0,66,1
5000000,14,40,5,2,1,0,27,1
2000000,61,45,11,6,0,1,23,1
100000,13,21,3,4,0,1,12,1
500000,89,0,6,1,1,0,1,0
200000,88,7,6,4,1,1,27,0
300000,43,49,9,3,1,0,65,1
2000000,69,24,3,4,1,1,35,1
750000,75,50,9,6,0,1,26,1
2000000,36,4,4,1,1,1,27,1
300000,83,50,17,3,1,1,41,1
100000,26,36,19,5,1,1,20,1
750000,37,42,4,4,1,1,10,1
5000000,71,37,19,6,1,1,35,1
2000000,65,19,1,1,1,1,15,1
200000,78,42,5,6,1,1,20,1
100000,61,23,11,3,1,0,29,0
300000,41,48,10,5,1,0,41,0
1000000,52,31,6,3,0,0,66,0
300000,78,43,19,2,1,1,28,1
1000000,37,39,16,2,1,1,32,1
1000000,37,6,2,1,0,0,49,0
2000000,67,41,10,4,0,0,47,1
2000000,46,28,6,1,1,1,23,1
2000000,43,18,17,1,0,0,48,1
5000000,34,49,3,5,0,0,27,0
1000000,79,27,14,5,0,0,55,1
500000,32,6,3,3,0,1,57,0
2000000,82,0,18,4,0,1,40,0
1000000,16,12,16,1,1,0,14,0
300000,29,41,3,3,0,1,22,1
200000,80,17,9,2,1,0,43,0
1000000,26,50,20,1,0,0,7,1
500000,70,23,4,3,0,1,12,1
5000000,40,27,20,4,1,1,65,1
200000,53,48,18,2,0,0,7,0
100000,58,8,11,6,1,0,64,0
200000,82,23,9,1,1,1,25,0
1000000,24,5,14,5,0,0,3,0
300000,5,18,17,4,0,0,16,1
200000,68,19,19,5,0,0,68,0
500000,81,19,1,1,0,0,65,0
750000,31,47,17,4,1,1,8,0
500000,57,21,1,2,1,1,16,0
500000,45,41,3,5,0,0,44,1
1000000,81,29,6,5,1,1,21,1
5000000,47,32,4,5,1,1,51,1
5000000,71,19,17,4,0,0,3,1
500000,81,3,13,6,1,1,66,0
500000,37,49,11,1,0,1,68,1
1000000,30,34,9,1,0,0,69,1
750000,19,41,3,2,0,0,49,1
750000,73,47,12,6,1,1,22,1
1000000,30,22,7,5,1,0,39,1
100000,3,23,15,2,1,1,40,1
750000,72,1,14,4,1,0,3,0
1000000,46,22,17,5,1,1,20,1
100000,15,1,6,1,0,1,5,0
100000,33,44,4,1,0,1,43,0
100000,76,47,5,1,1,1,49,1
2000000,57,36,10,2,0,0,52,1
2000000,18,50,0,1,0,1,58,1
300000,82,50,13,3,0,1,69,0
200000,55,38,8,3,0,1,3,0
500000,19,9,11,1,0,0,5,1
300000,45,8,3,3,1,1,57,0
500000,82,43,8,4,0,0,20,1
5000000,32,46,7,4,0,1,52,1
750000,21,36,17,3,1,0,25,0
100000,39,20,8,4,1,0,18,1
200000,19,19,14,2,1,1,5,0
300000,82,19,7,5,1,0,35,1
100000,77,27,19,6,1,1,29,1
2000000,79,12,16,1,0,1,40,1
500000,60,0,14,4,0,1,36,0
1000000,40,16,10,6,0,1,59,0
1000000,62,3,20,5,0,0,11,0
750000,54,49,10,3,0,0,8,1
750000,22,11,0,3,1,0,66,1
2000000,2,4,19,4,1,0,18,1
500000,54,47,9,1,0,0,72,0
5000000,87,38,8,3,1,1,71,1
1000000,37,39,18,4,1,1,5,1
300000,33,24,0,5,1,0,40,0
300000,75,43,15,2,0,1,50,0
2000000,89,32,1,3,1,1,14,1
100000,49,15,17,6,1,1,17,1
750000,45,39,11,3,1,0,9,1
5000000,71,36,19,5,0,1,64,1
500000,78,18,6,5,0,1,39,1
5000000,89,49,11,5,0,1,67,1
2000000,2,43,12,4,1,0,1,1
300000,40,28,3,1,1,0,72,0
200000,28,40,18,4,0,0,41,0
500000,51,15,20,4,0,0,59,0
750000,77,8,9,5,0,0,0,0
750000,49,6,3,5,0,0,31,0
200000,35,45,12,6,0,1,66,0
1000000,67,37,3,1,0,0,41,0
2000000,76,45,14,4,1,0,19,1
500000,55,19,19,5,0,0,59,1
200000,59,25,9,3,0,0,47,0
5000000,57,32,7,4,1,0,26,1
2000000,87,22,6,4,1,0,45,1
300000,21,20,11,4,1,1,50,1
1000000,46,5,18,6,1,1,48,1
5000000,78,31,12,6,1,0,27,1
100000,42,10,6,5,0,1,6,0
750000,39,32,16,6,0,0,40,1
5000000,80,3,2,5,1,0,10,0
750000,2,7,11,5,1,1,27,1
200000,78,2,5,6,1,1,43,0
200000,33,15,7,6,1,0,27,1
300000,19,23,1,3,1,1,62,1
1000000,13,37,7,3,1,1,57,1
200000,86,41,10,1,1,1,52,1
750000,75,20,8,6,1,0,48,0
500000,90,46,18,1,1,1,22,1
750000,38,15,11,2,1,0,23,1
2000000,18,40,5,5,1,0,70,1
500000,86,38,12,3,1,1,15,1
200000,51,42,8,5,1,0,4,0
100000,87,25,11,3,0,0,36,0
5000000,32,12,8,3,0,0,72,1
500000,73,9,8,6,1,0,39,1
100000,39,35,18,5,0,0,28,0
300000,56,1,10,3,0,0,53,0
2000000,1,2,10,5,1,0,36,0
2000000,26,33,10,5,1,1,30,0
200000,48,19,20,6,1,1,32,1
750000,3,4,6,1,1,0,33,0
2000000,54,45,9,2,0,1,24,1
300000,64,3,20,3,0,1,59,0
5000000,29,40,10,2,0,0,7,1
5000000,38,42,20,2,0,0,0,0
500000,38,19,16,1,1,1,67,1
1000000,44,36,1,2,0,1,10,0
300000,19,48,11,3,0,1,21,1
2000000,36,9,12,3,1,0,25,1
200000,69,48,15,1,1,1,68,0
5000000,70,30,0,5,1,1,65,1
200000,76,8,9,3,1,0,64,0
100000,9,13,0,3,0,0,37,0
100000,82,28,16,2,1,0,43,1
500000,79,5,7,5,0,0,18,0
750000,43,9,15,2,1,1,72,0
2000000,35,10,13,2,0,0,49,0
200000,82,2,19,5,1,0,10,0
500000,10,25,14,4,0,1,2,1
100000,3,49,4,3,0,0,37,0
100000,20,31,8,3,0,1,59,0
100000,69,38,19,2,0,1,14,0
2000000,51,22,8,5,0,1,42,1
300000,57,39,6,1,0,0,69,0
750000,35,34,18,1,0,0,67,1
500000,37,35,16,1,0,0,16,0
750000,22,9,1,4,0,0,13,0
200000,73,38,7,6,1,0,58,1
300000,64,11,2,4,0,1,50,0
750000,65,15,20,5,0,0,0,1
2000000,42,4,3,3,0,0,34,0
200000,17,49,15,4,1,0,10,1
2000000,56,39,6,5,0,1,44,1
1000000,45,12,19,4,1,0,15,1
2000000,5,41,18,5,0,1,56,1
1000000,52,7,8,1,1,0,51,0
200000,36,44,11,3,1,1,15,0
5000000,8,15,10,6,0,1,16,1
5000000,81,47,7,3,1,0,14,0
1000000,86,35,8,1,1,1,47,0
1000000,0,3,1,1,1,1,63,0
2000000,83,13,17,4,0,0,48,0
5000000,27,17,7,2,1,0,69,1
100000,66,24,2,6,1,1,46,0
300000,28,43,0,4,1,1,11,1
750000,32,42,0,4,0,1,54,0
2000000,42,3,14,3,1,0,11,1
1000000,49,27,14,2,0,0,1,1
750000,33,35,17,6,1,0,35,1
2000000,12,13,6,4,0,1,10,1
2000000,48,12,16,2,0,0,44,1
300000,87,48,14,3,0,0,14,0
1000000,43,2,5,6,1,0,33,1
1000000,51,18,16,3,1,1,37,1
2000000,31,24,5,5,1,1,66,1
100000,39,43,5,5,1,0,1,0
200000,44,0,11,1,0,0,48,0
500000,81,0,8,1,1,1,69,1
1000000,78,35,13,5,0,0,11,1
100000,21,18,19,2,1,1,27,1
5000000,62,2,5,5,0,1,44,0
200000,30,9,0,5,1,1,35,0
500000,3,22,20,2,0,0,22,0
2000000,84,49,4,1,0,0,44,0
500000,27,5,10,3,1,0,6,0
1000000,26,6,19,2,0,0,3,1
1000000,23,4,4,4,0,1,22,1
1000000,40,28,18,6,0,0,6,1
100000,17,27,17,6,0,0,65,1
100000,86,27,1,6,1,0,39,0
200000,57,26,17,4,0,1,32,0
300000,44,9,9,3,0,0,25,0
100000,65,8,4,2,0,1,33,0
200000,11,44,12,3,1,1,9,0
200000,60,21,15,1,1,0,5,1
100000,79,49,19,6,1,0,58,0
1000000,49,33,0,2,1,1,49,1
5000000,73,9,11,4,1,1,40,1
750000,31,46,14,3,0,0,11,1
5000000,46,25,9,2,0,1,40,1
2000000,33,46,6,2,0,1,72,1
750000,42,46,18,3,0,1,34,1
100000,79,10,7,3,0,0,72,0
500000,22,30,5,4,1,1,70,1
200000,81,49,13,4,0,0,53,0
300000,21,47,13,5,1,1,71,1
200000,89,17,10,5,1,0,24,1
2000000,9,22,20,6,0,1,23,1
5000000,83,35,20,2,1,0,71,0
200000,86,17,5,3,0,0,46,0
2000000,71,21,18,5,1,0,8,0
1000000,72,20,1,3,0,0,21,0
5000000,85,3,10,6,0,1,32,0
300000,43,39,12,1,1,0,56,1
500000,52,7,8,1,0,0,72,0
750000,72,21,16,5,0,1,69,1
300000,61,26,7,5,1,0,49,0
300000,58,31,10,5,0,0,0,0
500000,11,30,9,6,1,1,37,1
750000,63,8,17,3,0,0,50,0
200000,24,43,15,3,1,1,54,1
300000,18,3,5,1,0,1,39,0
5000000,22,19,12,6,1,1,3,0
5000000,65,39,19,5,0,0,39,1
200000,77,12,4,2,1,0,9,0
500000,83,12,10,4,0,0,24,0
5000000,34,39,5,2,0,1,19,1
300000,81,6,1,6,1,1,63,0
2000000,88,11,13,4,1,1,51,0
200000,9,11,17,2,1,0,48,1
750000,55,23,2,3,0,0,8,0
200000,56,2,3,3,0,0,30,0
300000,40,35,5,4,1,1,2,1
500000,71,38,20,5,0,0,7,1
300000,88,42,19,4,0,1,69,0
5000000,51,0,6,5,1,1,46,1
500000,85,40,13,2,0,1,7,1
500000,9,16,17,5,0,0,46,1
2000000,45,13,0,1,0,0,52,0
1000000,78,50,13,6,0,1,54,1
500000,56,48,6,1,1,1,72,1
750000,43,7,15,3,0,1,12,0
1000000,58,38,2,3,1,1,65,1
1000000,75,48,2,5,1,0,56,0
300000,29,41,2,2,1,1,62,1
300000,64,36,19,6,0,1,17,0
750000,6,49,14,3,1,0,56,1
500000,35,42,1,2,0,0,24,0
5000000,79,48,17,2,1,1,63,1
5000000,0,17,7,6,1,0,68,0
100000,10,28,4,2,1,1,38,1
1000000,60,22,18,6,0,1,15,0
5000000,63,0,14,4,0,1,50,0
750000,30,30,3,1,0,0,19,0
5000000,71,37,1,4,0,1,4,0
100000,24,43,12,2,0,1,61,0
500000,88,11,13,4,0,0,25,1
2000000,39,0,19,3,1,1,46,0
2000000,73,38,13,3,1,1,33,1
200000,83,24,17,6,1,1,13,1
2000000,43,46,7,6,0,0,17,1
1000000,63,5,11,1,1,1,65,0
300000,78,8,17,5,1,1,27,0
100000,44,45,12,2,0,1,34,0
500000,56,4,13,3,1,1,51,1
100000,55,7,20,6,0,1,52,0
5000000,4,34,18,3,1,0,27,0
5000000,6,27,12,3,0,0,72,0
300000,63,19,17,6,1,1,31,0
300000,71,49,19,5,1,1,43,1
750000,48,2,6,4,0,0,14,0
750000,56,26,12,3,1,0,33,1
200000,49,10,0,5,0,0,28,0
100000,25,31,3,4,0,1,37,0
5000000,59,43,18,4,1,0,20,1
500000,63,8,15,1,0,0,37,0
2000000,10,6,15,5,1,1,55,1
100000,40,22,3,5,1,0,8,1
500000,23,34,12,3,1,1,17,0
300000,2,22,20,1,0,0,38,1
500000,20,48,20,1,0,0,39,1
200000,28,8,20,5,1,1,12,1
2000000,51,1,7,1,1,1,72,1
500000,27,22,19,4,1,0,52,1
750000,0,43,20,3,1,0,55,1
2000000,39,19,4,1,0,0,1,1
1000000,59,24,20,6,1,0,12,1
200000,12,23,5,4,0,1,14,1
5000000,42,24,20,3,0,0,0,0
1000000,59,6,14,1,1,1,43,0
100000,4,4,15,6,0,0,28,0
5000000,33,12,3,6,1,1,57,1
200000,68,17,1,2,0,1,70,0
100000,9,33,3,3,1,0,71,1
750000,56,34,16,5,1,1,54,1
750000,17,35,17,3,1,1,66,1
300000,8,48,13,6,1,0,27,1
500000,82,31,3,4,1,1,6,1
5000000,75,8,20,2,1,0,33,0
500000,41,41,15,1,1,0,10,1
750000,15,32,9,2,1,1,20,1
5000000,44,39,16,5,0,0,13,0
750000,60,14,2,2,1,0,1,1
2000000,13,11,19,1,0,0,53,1
1000000,81,21,14,6,1,1,47,1
500000,48,24,13,3,0,1,19,1
100000,28,17,20,5,0,0,16,0
200000,30,42,12,3,1,0,45,1
750000,48,33,15,4,0,1,23,1
2000000,76,17,0,3,0,0,69,0
750000,86,23,16,3,1,1,8,1
500000,4,8,18,1,0,0,0,1
1000000,58,27,16,1,1,0,23,1
100000,61,39,4,4,0,0,63,0
300000,42,39,19,3,1,1,37,0
2000000,28,7,2,5,1,0,10,1
750000,68,39,1,1,0,1,32,0
2000000,41,50,2,1,0,0,62,0
300000,15,47,6,2,1,0,31,1
200000,59,24,10,5,0,1,58,0
500000,4,48,10,4,1,0,26,1
300000,58,35,17,3,0,0,68,0
1000000,44,5,12,4,1,0,31,0
300000,44,41,15,5,1,1,60,1
100000,75,15,13,2,1,0,31,1
500000,38,28,0,3,0,1,58,0
200000,59,17,8,3,0,1,48,0
5000000,64,1,12,6,1,0,33,1
200000,2,42,11,2,0,1,55,1
750000,27,23,0,6,1,1,7,1
500000,81,14,15,1,0,1,18,1
300000,66,19,12,1,1,0,45,1
2000000,11,41,13,1,0,1,5,1
200000,31,34,5,2,1,1,58,0
100000,40,14,6,2,0,1,0,0
750000,75,33,12,3,1,1,33,0
300000,4,12,19,4,1,0,11,1
200000,55,38,13,1,1,0,2,1
1000000,27,37,11,3,0,1,53,1
2000000,20,45,13,2,1,0,44,1
1000000,52,30,15,1,0,0,41,0
5000000,78,11,5,2,1,0,48,0
750000,47,50,4,4,1,0,70,1
2000000,68,50,16,4,0,0,56,1
1000000,39,36,12,1,0,0,68,1
2000000,13,24,10,5,1,0,55,1
300000,21,43,3,4,0,0,20,0
200000,86,23,12,5,0,0,71,0
5000000,42,7,17,6,1,0,42,0
750000,20,10,18,5,0,1,36,0
100000,48,18,1,6,0,1,44,0
750000,38,30,17,5,0,0,70,1
5000000,76,27,14,6,0,0,23,1
2000000,62,42,4,2,1,0,20,1
1000000,67,42,5,3,0,1,27,1
500000,43,37,16,3,0,1,71,1
2000000,32,49,6,3,1,1,63,0
300000,52,37,16,4,0,1,17,0
2000000,54,38,13,4,1,1,10,1
200000,11,16,19,4,1,1,29,1
1000000,39,50,5,3,0,1,23,0
5000000,5,43,18,4,1,1,56,0
2000000,18,46,9,5,1,0,50,1
100000,35,37,0,3,1,1,12,0
500000,39,41,1,1,1,0,22,0
2000000,10,23,16,3,1,0,36,1
1000000,33,7,16,4,0,1,43,0
1000000,77,34,6,4,0,0,72,1
5000000,33,7,9,6,1,1,0,0
200000,17,42,19,6,1,0,41,1
300000,90,32,1,1,0,0,64,0
2000000,16,20,8,1,0,1,64,1
750000,49,24,6,3,0,0,51,1
300000,53,27,10,1,1,0,32,0
750000,89,10,16,2,1,1,58,1
2000000,34,42,17,2,1,0,54,1
1000000,7,18,10,3,1,0,1,1
2000000,71,11,0,3,1,0,15,0
300000,44,20,16,2,1,0,9,1
200000,20,9,9,4,1,0,3,0
300000,61,4,8,2,1,0,25,0
750000,49,44,1,4,0,0,37,0
500000,31,35,8,5,0,0,25,0
300000,26,31,1,5,0,1,60,0
2000000,18,19,7,6,0,1,7,1
2000000,52,15,19,1,0,0,42,1
2000000,18,47,4,1,0,1,20,1
100000,42,15,1,6,0,1,26,0
100000,9,17,9,5,1,0,1,0
200000,26,29,10,4,1,1,71,0
750000,14,38,15,6,1,0,55,1
300000,39,40,7,4,1,0,66,1
2000000,89,37,0,1,0,1,50,0
5000000,83,33,14,6,1,1,20,1
100000,67,40,0,2,1,0,4,0
5000000,76,41,17,5,1,1,46,1
200000,14,26,12,1,1,0,1,1
5000000,34,17,5,3,0,0,58,1
750000,17,18,14,6,1,1,29,0
100000,81,9,11,5,0,1,1,0
750000,11,17,3,4,1,1,60,0
750000,49,9,0,6,1,0,24,0
2000000,6,38,11,3,1,0,59,1
500000,2,3,13,6,1,0,37,1
300000,88,22,16,3,1,0,37,0
100000,64,23,12,5,1,0,37,1
300000,76,37,14,5,1,0,46,1
2000000,73,7,0,2,1,0,40,0
500000,71,11,14,2,0,1,24,1
2000000,13,5,0,6,0,1,13,0
300000,39,19,9,6,0,1,59,0
300000,2,19,2,5,1,0,28,1
300000,38,32,7,3,1,1,12,1
1000000,3,3,7,5,0,0,7,1
200000,2,16,20,6,0,1,43,1
300000,49,13,16,6,0,0,43,0
2000000,52,4,14,4,0,0,20,0
500000,37,50,15,3,0,0,54,1
5000000,88,43,15,6,0,0,41,1
750000,75,3,10,1,0,0,36,0
1000000,79,24,0,5,1,0,48,0
100000,12,24,14,6,1,1,16,1
200000,62,11,7,2,0,1,43,0
100000,54,49,11,2,0,0,61,0
100000,55,4,8,2,0,0,16,0
5000000,76,38,16,6,0,1,45,0
200000,65,2,0,2,0,0,27,0
2000000,77,46,13,5,1,0,34,1
200000,26,17,6,1,0,1,1,1
1000000,49,3,13,4,1,1,12,1
100000,56,13,1,2,0,1,0,0
1000000,7,6,16,1,1,0,29,1
200000,46,25,1,2,0,1,64,0
5000000,65,8,7,2,0,1,60,0
2000000,23,50,8,4,1,1,9,1
100000,38,32,16,3,0,0,31,0
100000,32,4,15,3,0,1,70,0
100000,84,24,4,1,0,1,18,0
500000,87,50,9,6,1,1,28,1
2000000,83,33,5,2,1,0,67,1
2000000,51,17,1,6,1,0,17,1
1000000,41,11,0,3,0,1,65,0
750000,20,28,1,6,0,0,35,1
2000000,47,9,10,5,1,1,19,0
2000000,26,8,1,4,1,0,70,1
300000,6,50,7,1,1,1,10,0
1000000,40,37,7,3,1,1,52,0
1000000,29,37,12,4,1,1,31,1
1000000,90,34,17,2,0,0,65,1
300000,53,19,17,1,0,1,25,0
200000,12,16,14,4,0,1,4,1
2000000,72,14,18,6,0,1,17,1
100000,37,22,18,6,1,0,57,0
200000,79,32,7,3,0,0,22,0
5000000,18,47,0,1,0,0,32,1
200000,9,49,2,1,1,1,63,0
750000,44,1,2,4,0,0,17,0
500000,77,39,11,1,0,0,61,1
100000,78,17,17,6,0,1,69,0
750000,83,36,11,4,1,0,2,1
500000,4,30,14,2,0,1,2,1
750000,78,26,9,3,1,0,55,1
200000,46,9,13,5,0,0,7,0
2000000,84,6,12,5,0,0,57,0
5000000,68,19,12,5,0,1,38,1
5000000,13,32,18,4,1,0,13,0
200000,30,8,12,5,0,0,70,0
2000000,76,26,6,4,1,0,10,1
750000,19,26,3,6,0,0,49,0
100000,87,39,1,1,0,1,27,0
200000,69,17,7,2,0,0,59,0
1000000,37,45,1,1,1,0,45,0
100000,27,42,5,2,0,1,2,1
500000,87,15,13,5,1,0,46,1
200000,27,6,3,5,1,0,6,0
100000,31,49,16,4,1,0,52,1
1000000,23,48,6,1,1,0,7,0
300000,22,15,6,4,1,1,34,1
5000000,21,26,6,1,1,0,42,0
2000000,27,40,17,5,0,0,38,1
750000,26,39,4,6,0,0,8,1
100000,61,48,13,5,0,0,30,0
200000,37,0,17,3,1,1,30,0
300000,60,2,15,6,1,0,62,0
750000,80,41,5,4,0,1,8,1
750000,40,30,10,1,1,0,47,1
100000,42,21,2,3,0,1,69,0
5000000,45,47,6,5,0,0,25,1
750000,20,32,0,2,0,1,28,1
1000000,24,42,11,5,1,1,0,1
5000000,65,22,5,3,0,0,53,1
500000,36,11,1,1,0,0,41,0
1000000,54,29,16,1,1,0,34,1
100000,76,38,9,6,1,1,9,0
1000000,68,48,4,6,0,0,27,1
750000,63,33,18,1,0,1,10,1
2000000,87,40,15,4,0,1,36,0
750000,16,2,4,1,0,1,51,1
500000,65,34,14,1,1,1,69,1
100000,1,39,8,5,1,0,45,1
750000,40,29,0,6,0,0,59,0
100000,12,43,4,3,0,1,44,1
100000,55,12,19,6,0,1,72,0
200000,78,9,4,2,1,0,50,0
100000,38,23,10,5,0,1,71,0
5000000,41,3,20,5,0,0,35,0
5000000,36,29,12,5,1,1,14,0
750000,3,48,3,1,1,0,21,1
5000000,25,13,17,3,1,1,3,0
2000000,7,13,16,6,1,0,20,1
750000,5,12,9,1,0,1,27,1
300000,80,25,20,6,1,0,34,1
750000,65,2,13,5,1,0,28,1
200000,69,15,7,3,1,0,25,1
1000000,42,28,8,1,0,0,7,0
2000000,0,47,7,6,0,0,61,1
500000,21,31,5,2,1,0,68,1
100000,41,2,1,6,1,1,44,0
300000,36,15,14,6,1,1,7,1
200000,34,3,11,2,1,1,34,0
300000,24,29,20,2,1,1,14,0
5000000,52,30,5,4,0,1,64,0
100000,37,9,8,4,1,0,3,0
500000,28,38,14,2,0,1,55,1
100000,33,11,6,1,1,1,24,1
1000000,33,25,5,4,0,1,48,1
100000,82,40,2,6,0,1,35,0
1000000,5,37,11,1,0,0,70,1
2000000,62,23,6,4,1,0,48,1
100000,25,16,12,6,1,0,1,1
