budget,urgency,views,saves,bedrooms,preapproved,open_house,agent_response_hours,buyer_readiness_score,engagement_score,speed_penalty,converted
750000,20,28,1,6,0,0,35,60,29.500000000000004,48.61111111111111,1
2000000,47,9,10,5,1,1,19,70,44.0,26.38888888888889,0
2000000,26,8,1,4,1,0,70,100,9.5,97.22222222222221,1
300000,6,50,7,1,1,1,10,70,80.5,13.88888888888889,0
1000000,40,37,7,3,1,1,52,70,67.5,72.22222222222221,0
1000000,29,37,12,4,1,1,31,100,75.0,43.05555555555556,1
1000000,90,34,17,2,0,0,65,30,59.5,90.27777777777779,1
300000,53,19,17,1,0,1,25,0,64.5,34.72222222222222,0
200000,12,16,14,4,0,1,4,30,57.0,5.555555555555555,1
2000000,72,14,18,6,0,1,17,30,61.0,23.61111111111111,1
100000,37,22,18,6,1,0,57,40,49.0,79.16666666666666,0
200000,79,32,7,3,0,0,22,0,42.5,30.555555555555557,0
5000000,18,47,0,1,0,0,32,60,47.0,44.44444444444444,1
200000,9,49,2,1,1,1,63,70,72.0,87.5,0
750000,44,1,2,4,0,0,17,30,4.0,23.61111111111111,0
500000,77,39,11,1,0,0,61,30,55.5,84.72222222222221,1
100000,78,17,17,6,0,1,69,0,62.5,95.83333333333334,0
750000,83,36,11,4,1,0,2,70,52.5,2.7777777777777777,1
500000,4,30,14,2,0,1,2,60,71.0,2.7777777777777777,1
750000,78,26,9,3,1,0,55,70,39.5,76.38888888888889,1
200000,46,9,13,5,0,0,7,0,28.5,9.722222222222223,0
2000000,84,6,12,5,0,0,57,30,24.0,79.16666666666666,0
5000000,68,19,12,5,0,1,38,30,57.0,52.77777777777778,1
5000000,13,32,18,4,1,0,13,100,59.0,18.055555555555554,0
200000,30,8,12,5,0,0,70,30,26.0,97.22222222222221,0
2000000,76,26,6,4,1,0,10,70,35.0,13.88888888888889,1
750000,19,26,3,6,0,0,49,60,30.5,68.05555555555556,0
100000,87,39,1,1,0,1,27,0,60.5,37.5,0
200000,69,17,7,2,0,0,59,0,27.5,81.94444444444444,0
1000000,37,45,1,1,1,0,45,70,46.5,62.5,0
100000,27,42,5,2,0,1,2,30,69.5,2.7777777777777777,1
500000,87,15,13,5,1,0,46,70,34.5,63.888888888888886,1
200000,27,6,3,5,1,0,6,70,10.5,8.333333333333332,0
100000,31,49,16,4,1,0,52,40,73.0,72.22222222222221,1
1000000,23,48,6,1,1,0,7,100,57.0,9.722222222222223,0
300000,22,15,6,4,1,1,34,70,44.0,47.22222222222222,1
5000000,21,26,6,1,1,0,42,100,35.0,58.333333333333336,0
2000000,27,40,17,5,0,0,38,60,65.5,52.77777777777778,1
750000,26,39,4,6,0,0,8,60,45.0,11.11111111111111,1
100000,61,48,13,5,0,0,30,0,67.5,41.66666666666667,0
200000,37,0,17,3,1,1,30,40,45.5,41.66666666666667,0
300000,60,2,15,6,1,0,62,40,24.5,86.11111111111111,0
750000,80,41,5,4,0,1,8,30,68.5,11.11111111111111,1
750000,40,30,10,1,1,0,47,70,45.0,65.27777777777779,1
100000,42,21,2,3,0,1,69,0,44.0,95.83333333333334,0
5000000,45,47,6,5,0,0,25,30,56.0,34.72222222222222,1
750000,20,32,0,2,0,1,28,60,52.0,38.88888888888889,1
1000000,24,42,11,5,1,1,0,100,78.5,0.0,1
5000000,65,22,5,3,0,0,53,30,29.5,73.61111111111111,1
500000,36,11,1,1,0,0,41,30,12.5,56.94444444444444,0
1000000,54,29,16,1,1,0,34,70,53.0,47.22222222222222,1
100000,76,38,9,6,1,1,9,40,71.5,12.5,0
1000000,68,48,4,6,0,0,27,30,54.0,37.5,1
750000,63,33,18,1,0,1,10,30,80.0,13.88888888888889,1
2000000,87,40,15,4,0,1,36,30,82.5,50.0,0
750000,16,2,4,1,0,1,51,60,28.0,70.83333333333334,1
500000,65,34,14,1,1,1,69,70,75.0,95.83333333333334,1
100000,1,39,8,5,1,0,45,70,51.0,62.5,1
750000,40,29,0,6,0,0,59,30,28.999999999999996,81.94444444444444,0
100000,12,43,4,3,0,1,44,30,69.0,61.111111111111114,1
100000,55,12,19,6,0,1,72,0,60.5,100.0,0
200000,78,9,4,2,1,0,50,40,15.0,69.44444444444444,0
100000,38,23,10,5,0,1,71,0,58.0,98.61111111111111,0
5000000,41,3,20,5,0,0,35,30,33.0,48.61111111111111,0
5000000,36,29,12,5,1,1,14,70,67.0,19.444444444444446,0
750000,3,48,3,1,1,0,21,100,52.5,29.166666666666668,1
5000000,25,13,17,3,1,1,3,100,58.5,4.166666666666666,0
2000000,7,13,16,6,1,0,20,100,37.0,27.77777777777778,1
750000,5,12,9,1,0,1,27,60,45.5,37.5,1
300000,80,25,20,6,1,0,34,40,55.0,47.22222222222222,1
750000,65,2,13,5,1,0,28,70,21.5,38.88888888888889,1
200000,69,15,7,3,1,0,25,40,25.5,34.72222222222222,1
1000000,42,28,8,1,0,0,7,30,40.0,9.722222222222223,0
2000000,0,47,7,6,0,0,61,60,57.5,84.72222222222221,1
500000,21,31,5,2,1,0,68,100,38.5,94.44444444444444,1
100000,41,2,1,6,1,1,44,40,23.5,61.111111111111114,0
300000,36,15,14,6,1,1,7,40,56.0,9.722222222222223,1
200000,34,3,11,2,1,1,34,40,39.5,47.22222222222222,0
300000,24,29,20,2,1,1,14,70,79.0,19.444444444444446,0
5000000,52,30,5,4,0,1,64,30,57.5,88.88888888888889,0
100000,37,9,8,4,1,0,3,40,21.0,4.166666666666666,0
500000,28,38,14,2,0,1,55,60,79.0,76.38888888888889,1
100000,33,11,6,1,1,1,24,40,40.0,33.33333333333333,1
1000000,33,25,5,4,0,1,48,30,52.5,66.66666666666666,1
100000,82,40,2,6,0,1,35,0,63.0,48.61111111111111,0
1000000,5,37,11,1,0,0,70,60,53.5,97.22222222222221,1
2000000,62,23,6,4,1,0,48,70,32.0,66.66666666666666,1
100000,25,16,12,6,1,0,1,70,34.0,1.3888888888888888,1
5000000,55,6,15,2,0,1,6,30,48.5,8.333333333333332,0
500000,89,49,9,6,1,1,29,70,82.5,40.27777777777778,1
200000,60,49,0,4,0,0,34,0,49.0,47.22222222222222,0
1000000,85,2,6,4,0,0,21,30,11.0,29.166666666666668,0
750000,60,32,10,1,0,1,67,30,67.0,93.05555555555556,1
500000,85,18,20,3,1,0,57,70,48.0,79.16666666666666,1
750000,30,25,4,4,0,0,17,60,31.0,23.61111111111111,1
200000,6,10,1,5,1,1,33,70,31.5,45.83333333333333,0
200000,30,46,14,6,1,0,58,70,67.0,80.55555555555556,1
750000,13,22,13,1,0,1,39,60,61.5,54.166666666666664,1
500000,6,11,16,5,1,1,37,100,55.0,51.388888888888886,1
750000,27,48,0,6,0,1,40,60,68.0,55.55555555555556,1
500000,90,14,2,2,0,1,21,30,37.0,29.166666666666668,0
750000,90,1,0,4,0,0,33,30,1.0,45.83333333333333,0
750000,43,37,3,2,1,0,41,70,41.5,56.94444444444444,1
1000000,35,31,6,1,1,1,67,70,60.0,93.05555555555556,1
1000000,24,12,17,6,0,1,17,60,57.5,23.61111111111111,0
1000000,13,22,6,1,1,0,65,100,31.0,90.27777777777779,0
300000,89,18,13,4,0,0,2,0,37.5,2.7777777777777777,0
5000000,71,16,3,1,1,0,37,70,20.5,51.388888888888886,1
300000,75,10,14,3,0,0,61,0,31.0,84.72222222222221,0
200000,25,47,19,1,1,0,51,70,75.5,70.83333333333334,0
750000,82,19,19,3,0,1,0,30,67.5,0.0,1
200000,50,23,3,2,0,0,25,0,27.5,34.72222222222222,0
750000,81,13,11,6,0,1,64,30,49.5,88.88888888888889,1
750000,29,2,12,5,1,0,52,100,20.0,72.22222222222221,1
5000000,25,24,9,6,0,1,3,60,57.5,4.166666666666666,1
5000000,9,16,16,2,1,1,20,100,60.0,27.77777777777778,1
2000000,29,44,14,1,1,0,20,100,65.0,27.77777777777778,0
500000,0,31,9,3,0,1,32,60,64.5,44.44444444444444,1
1000000,51,40,11,4,1,0,30,70,56.5,41.66666666666667,1
300000,63,17,20,2,0,0,31,0,47.0,43.05555555555556,0
1000000,85,17,19,3,1,0,5,70,45.5,6.944444444444445,1
300000,32,7,19,1,0,1,65,0,55.5,90.27777777777779,0
2000000,36,27,7,4,1,0,11,70,37.5,15.277777777777779,1
5000000,48,34,8,1,1,0,43,70,46.0,59.72222222222222,1
500000,58,25,3,6,0,0,45,30,29.5,62.5,0
1000000,36,38,12,6,1,0,60,70,56.0,83.33333333333334,1
2000000,33,19,4,4,1,1,72,70,45.0,100.0,1
500000,44,39,18,1,0,1,12,30,86.0,16.666666666666664,1
100000,8,38,4,6,1,1,18,70,64.0,25.0,0
500000,10,34,16,2,0,1,13,60,78.0,18.055555555555554,1
200000,38,18,9,1,1,0,69,40,31.5,95.83333333333334,0
2000000,5,9,12,5,0,0,31,60,27.0,43.05555555555556,1
750000,17,11,13,2,0,0,24,60,30.5,33.33333333333333,1
100000,25,31,15,5,0,0,9,30,53.5,12.5,0
500000,88,9,8,2,0,1,29,30,41.0,40.27777777777778,0
1000000,82,43,8,6,1,0,18,70,55.0,25.0,0
200000,21,43,4,1,0,0,31,30,49.0,43.05555555555556,0
5000000,19,12,3,2,1,1,12,100,36.5,16.666666666666664,1
100000,45,46,1,4,1,0,60,40,47.5,83.33333333333334,0
500000,88,11,3,6,0,1,36,30,35.5,50.0,1
200000,28,24,9,3,0,1,36,30,57.5,50.0,0
200000,62,36,19,3,1,0,55,40,64.5,76.38888888888889,1
300000,52,42,8,1,1,1,63,40,74.0,87.5,1
100000,15,9,20,2,0,1,27,30,59.0,37.5,0
500000,33,35,7,1,0,0,23,30,45.5,31.944444444444443,1
100000,3,46,19,5,0,1,72,30,94.5,100.0,1
1000000,74,4,10,6,0,0,33,30,19.0,45.83333333333333,0
750000,52,35,18,5,0,0,20,30,62.0,27.77777777777778,0
1000000,15,20,8,5,0,1,7,60,52.0,9.722222222222223,1
5000000,82,42,13,2,1,0,31,70,61.5,43.05555555555556,1
2000000,35,33,2,2,0,0,13,30,36.0,18.055555555555554,0
750000,20,28,17,4,0,0,56,60,53.5,77.77777777777779,1
300000,63,45,8,1,0,1,65,0,77.0,90.27777777777779,0
750000,11,16,13,5,0,0,30,60,35.5,41.66666666666667,1
100000,22,48,20,3,1,0,2,70,78.0,2.7777777777777777,0
5000000,47,45,15,1,1,1,46,70,87.5,63.888888888888886,0
1000000,83,34,15,1,1,0,64,70,56.5,88.88888888888889,0
2000000,50,4,13,6,1,0,37,70,23.5,51.388888888888886,1
100000,20,46,12,4,1,0,72,70,64.0,100.0,1
500000,40,37,12,2,0,0,8,30,55.0,11.11111111111111,0
200000,62,38,4,1,0,0,4,0,44.0,5.555555555555555,0
5000000,58,5,14,5,1,0,44,70,26.0,61.111111111111114,1
2000000,19,34,8,1,1,0,24,100,46.0,33.33333333333333,1
750000,34,15,6,1,1,1,70,70,44.0,97.22222222222221,1
100000,43,14,18,2,0,0,20,0,41.0,27.77777777777778,0
200000,69,1,9,3,1,1,11,40,34.5,15.277777777777779,0
100000,9,18,3,4,0,1,43,30,42.5,59.72222222222222,1
1000000,25,28,3,3,0,0,19,60,32.5,26.38888888888889,1
100000,43,2,8,3,1,1,63,40,34.0,87.5,0
5000000,8,35,14,6,1,0,2,100,56.0,2.7777777777777777,1
500000,7,40,18,5,1,0,47,100,67.0,65.27777777777779,0
1000000,85,7,5,2,0,1,55,30,34.5,76.38888888888889,0
2000000,41,19,2,6,0,1,49,30,42.0,68.05555555555556,0
100000,1,14,1,5,1,1,20,70,35.5,27.77777777777778,1
100000,19,35,13,5,0,1,38,30,74.5,52.77777777777778,1
300000,10,3,17,4,1,1,7,70,48.5,9.722222222222223,0
5000000,38,25,5,3,1,0,12,70,32.5,16.666666666666664,1
500000,15,11,16,1,1,0,42,100,35.0,58.333333333333336,1
5000000,49,1,10,4,1,1,52,70,36.0,72.22222222222221,1
300000,42,5,5,4,0,1,54,0,32.5,75.0,0
100000,51,30,1,6,0,1,20,0,51.5,27.77777777777778,0
300000,67,23,20,1,1,1,29,40,73.0,40.27777777777778,1
200000,47,39,10,5,0,1,43,0,74.0,59.72222222222222,0
2000000,68,26,11,2,0,0,70,30,42.5,97.22222222222221,1
750000,82,21,1,4,1,1,12,70,42.5,16.666666666666664,1
1000000,48,36,7,5,0,1,13,30,66.5,18.055555555555554,0
200000,1,31,0,6,1,1,52,70,51.0,72.22222222222221,1
1000000,61,29,15,6,0,0,17,30,51.5,23.61111111111111,0
500000,73,30,4,2,1,1,48,70,56.0,66.66666666666666,1
200000,90,9,18,6,0,1,59,0,56.0,81.94444444444444,0
200000,51,20,13,5,1,0,39,40,39.5,54.166666666666664,1
500000,4,50,11,4,1,0,54,100,66.5,75.0,1
200000,63,19,7,2,0,0,63,0,29.5,87.5,0
5000000,84,39,0,2,0,1,18,30,59.0,25.0,0
100000,57,32,10,4,0,0,23,0,47.0,31.944444444444443,0
1000000,76,34,6,5,1,1,34,70,63.0,47.22222222222222,1
100000,67,42,19,1,0,1,53,0,90.5,73.61111111111111,0
750000,53,11,18,4,1,0,48,70,38.0,66.66666666666666,1
750000,23,48,14,2,0,1,37,60,89.0,51.388888888888886,0
500000,20,15,20,1,0,0,0,60,45.0,0.0,1
5000000,57,37,4,1,0,1,71,30,63.0,98.61111111111111,1
200000,5,30,3,5,0,1,22,30,54.5,30.555555555555557,1
750000,37,24,5,3,1,1,52,70,51.5,72.22222222222221,1
300000,60,10,1,3,0,0,54,0,11.5,75.0,0
2000000,1,45,6,5,1,0,21,100,54.0,29.166666666666668,1
200000,39,17,16,4,0,1,34,0,61.0,47.22222222222222,0
100000,66,31,3,3,1,0,8,40,35.5,11.11111111111111,1
2000000,29,36,17,4,1,1,51,100,81.5,70.83333333333334,0
200000,52,4,19,4,0,1,44,0,52.5,61.111111111111114,0
500000,44,32,15,6,1,0,45,70,54.5,62.5,1
100000,34,11,12,4,0,1,67,0,49.0,93.05555555555556,0
200000,50,9,7,3,1,0,10,40,19.5,13.88888888888889,0
1000000,63,39,11,6,1,0,10,70,55.5,13.88888888888889,0
500000,77,43,9,2,1,0,46,70,56.5,63.888888888888886,1
750000,86,12,9,6,1,1,18,70,45.5,25.0,0
750000,46,49,1,1,0,1,30,30,70.5,41.66666666666667,0
100000,79,37,10,6,0,0,31,0,52.0,43.05555555555556,0
300000,30,11,4,1,1,1,56,70,37.0,77.77777777777779,1
100000,67,49,1,6,1,0,31,40,50.5,43.05555555555556,0
5000000,11,25,1,1,0,0,19,60,26.5,26.38888888888889,1
500000,67,10,11,1,0,0,13,30,26.5,18.055555555555554,0
500000,58,30,12,3,1,1,30,70,68.0,41.66666666666667,0
5000000,31,50,16,6,1,1,12,70,94.0,16.666666666666664,1
750000,75,15,5,4,1,1,60,70,42.5,83.33333333333334,0
1000000,34,22,17,5,1,0,57,70,47.5,79.16666666666666,1
2000000,87,45,18,2,0,0,63,30,72.0,87.5,1
750000,88,48,13,1,1,1,43,70,87.5,59.72222222222222,1
200000,86,0,9,3,0,1,46,0,33.5,63.888888888888886,0
5000000,26,2,20,6,1,1,51,100,52.0,70.83333333333334,1
2000000,62,44,16,6,1,0,34,70,68.0,47.22222222222222,1
300000,79,25,5,3,1,0,50,40,32.5,69.44444444444444,0
500000,84,34,17,6,0,0,61,30,59.5,84.72222222222221,1
100000,90,3,0,6,1,0,4,40,3.0,5.555555555555555,0
300000,18,38,11,2,1,0,65,70,54.5,90.27777777777779,1
1000000,72,39,12,1,0,0,71,30,57.0,98.61111111111111,1
2000000,6,21,7,2,1,1,5,100,51.5,6.944444444444445,1
5000000,52,1,3,3,0,0,66,30,5.5,91.66666666666666,0
5000000,12,45,17,4,1,1,65,100,90.5,90.27777777777779,1
750000,29,21,13,2,0,1,39,60,60.5,54.166666666666664,1
5000000,11,25,17,2,1,0,35,100,50.5,48.61111111111111,0
2000000,44,44,12,4,0,0,4,30,62.0,5.555555555555555,0
5000000,30,27,19,6,0,0,61,60,55.5,84.72222222222221,1
5000000,61,41,12,5,0,0,13,30,59.0,18.055555555555554,0
300000,50,9,18,6,0,1,2,0,56.0,2.7777777777777777,0
300000,19,45,20,3,0,0,10,30,75.0,13.88888888888889,1
5000000,90,40,6,4,0,1,66,30,69.0,91.66666666666666,1
200000,83,22,19,4,0,0,19,0,50.5,26.38888888888889,0
1000000,5,8,2,5,1,0,1,100,11.0,1.3888888888888888,0
1000000,29,46,13,3,0,1,21,60,85.5,29.166666666666668,0
5000000,54,28,2,6,0,1,48,30,51.0,66.66666666666666,0
750000,14,45,8,5,1,0,18,100,57.0,25.0,0
2000000,31,22,18,2,1,1,23,70,69.0,31.944444444444443,0
2000000,34,4,16,5,0,1,8,30,48.0,11.11111111111111,0
1000000,0,36,13,6,0,0,19,60,55.5,26.38888888888889,0
5000000,1,46,13,5,1,0,59,100,65.5,81.94444444444444,1
500000,71,24,17,6,1,0,9,70,49.5,12.5,1
750000,87,39,12,5,0,0,24,30,57.0,33.33333333333333,0
2000000,27,28,12,5,1,0,67,100,46.0,93.05555555555556,1
5000000,46,34,11,6,0,0,2,30,50.5,2.7777777777777777,1
200000,68,0,14,2,1,1,15,40,41.0,20.833333333333336,0
1000000,31,38,10,3,1,0,25,70,53.0,34.72222222222222,0
200000,40,23,7,3,1,1,10,40,53.5,13.88888888888889,0
500000,48,43,6,1,0,0,25,30,52.0,34.72222222222222,1
500000,24,13,12,1,1,1,41,100,51.0,56.94444444444444,1
5000000,64,6,8,3,0,0,13,30,18.0,18.055555555555554,0
300000,58,30,18,3,0,0,47,0,57.0,65.27777777777779,0
750000,1,40,10,2,1,0,25,100,55.0,34.72222222222222,1
1000000,22,22,10,2,0,1,16,60,57.0,22.22222222222222,0
2000000,36,30,9,4,0,1,44,30,63.5,61.111111111111114,1
2000000,76,36,7,3,1,1,3,70,66.5,4.166666666666666,1
100000,90,35,18,3,1,1,20,40,82.0,27.77777777777778,0
1000000,46,22,4,2,0,1,56,30,48.0,77.77777777777779,0
200000,21,44,17,4,1,1,1,70,89.5,1.3888888888888888,0
2000000,18,28,18,4,1,1,58,100,75.0,80.55555555555556,1
300000,62,26,11,4,1,1,3,40,62.5,4.166666666666666,1
2000000,33,50,2,2,1,1,28,70,73.0,38.88888888888889,1
500000,19,6,5,1,0,0,30,60,13.5,41.66666666666667,1
100000,1,41,13,3,1,1,63,70,80.5,87.5,0
1000000,11,11,2,2,1,0,23,100,14.0,31.944444444444443,0
300000,49,39,17,1,1,0,21,40,64.5,29.166666666666668,0
200000,23,35,13,4,1,1,21,70,74.5,29.166666666666668,1
750000,14,43,12,6,0,0,41,60,61.0,56.94444444444444,0
100000,41,2,17,4,1,0,28,40,27.5,38.88888888888889,0
2000000,61,22,10,1,1,0,38,70,37.0,52.77777777777778,1
1000000,19,20,18,1,1,0,57,100,47.0,79.16666666666666,1
100000,25,29,9,1,1,1,61,70,62.5,84.72222222222221,0
5000000,84,9,10,1,1,1,24,70,44.0,33.33333333333333,0
750000,86,49,12,2,1,0,38,70,67.0,52.77777777777778,1
300000,27,27,17,4,0,1,44,30,72.5,61.111111111111114,0
750000,48,27,12,4,0,1,25,30,65.0,34.72222222222222,1
200000,80,10,14,4,1,1,3,40,51.0,4.166666666666666,0
100000,89,39,18,4,1,1,52,40,86.0,72.22222222222221,1
100000,4,24,13,4,0,0,11,30,43.5,15.277777777777779,0
1000000,56,1,4,3,0,1,12,30,27.0,16.666666666666664,0
2000000,51,24,13,6,0,0,37,30,43.5,51.388888888888886,1
1000000,46,30,0,5,1,0,41,70,30.0,56.94444444444444,1
5000000,43,7,3,2,1,0,47,70,11.5,65.27777777777779,1
2000000,10,23,10,4,0,0,60,60,38.0,83.33333333333334,1
500000,74,44,12,6,0,1,34,30,82.0,47.22222222222222,1
1000000,70,26,16,1,0,0,49,30,50.0,68.05555555555556,1
750000,83,17,4,4,0,0,27,30,23.0,37.5,0
1000000,84,9,12,6,0,0,53,30,27.0,73.61111111111111,0
300000,86,16,9,5,0,1,36,0,49.5,50.0,0
5000000,72,3,15,6,0,0,71,30,25.5,98.61111111111111,0
5000000,21,39,20,4,0,1,23,60,89.0,31.944444444444443,1
1000000,10,11,19,2,1,0,32,100,39.5,44.44444444444444,1
500000,90,19,15,3,1,0,31,70,41.5,43.05555555555556,1
2000000,89,30,2,6,0,0,28,30,33.0,38.88888888888889,0
200000,29,9,19,6,0,1,31,30,57.5,43.05555555555556,0
2000000,21,42,12,4,1,0,49,100,60.0,68.05555555555556,1
2000000,3,14,9,1,1,0,61,100,27.5,84.72222222222221,0
100000,55,16,0,1,1,1,36,40,36.0,50.0,0
100000,83,49,5,5,1,1,71,40,76.5,98.61111111111111,1
750000,47,4,12,5,0,0,7,30,22.0,9.722222222222223,0
300000,22,43,15,3,0,1,0,30,85.5,0.0,0
500000,39,23,13,6,0,0,69,30,42.5,95.83333333333334,1
1000000,73,49,18,5,0,1,6,30,96.0,8.333333333333332,1
2000000,30,25,19,6,1,0,17,100,53.5,23.61111111111111,0
1000000,76,32,16,4,1,1,39,70,76.0,54.166666666666664,1
750000,29,45,3,2,0,1,60,60,69.5,83.33333333333334,1
750000,14,23,10,5,0,0,71,60,38.0,98.61111111111111,1
500000,20,11,2,6,1,0,7,100,14.0,9.722222222222223,0
300000,15,4,16,5,0,0,47,30,28.0,65.27777777777779,0
200000,9,28,15,3,1,0,63,70,50.5,87.5,1
100000,81,11,20,3,1,1,7,40,61.0,9.722222222222223,1
300000,55,46,0,5,0,0,28,0,46.0,38.88888888888889,0
750000,11,41,9,6,1,1,23,100,74.5,31.944444444444443,1
300000,51,12,19,6,1,1,64,40,60.5,88.88888888888889,1
300000,52,34,17,6,1,1,50,40,79.5,69.44444444444444,1
1000000,34,21,15,1,1,0,51,70,43.5,70.83333333333334,1
200000,1,48,0,1,1,1,51,70,68.0,70.83333333333334,0
1000000,20,49,13,1,0,0,1,60,68.5,1.3888888888888888,1
200000,88,50,10,3,0,0,72,0,65.0,100.0,0
750000,89,36,17,3,0,1,22,30,81.5,30.555555555555557,0
100000,46,15,5,2,0,0,70,0,22.5,97.22222222222221,0
2000000,39,37,20,5,0,0,11,30,67.0,15.277777777777779,1
1000000,25,16,9,3,0,1,2,60,49.5,2.7777777777777777,1
5000000,89,0,12,2,0,0,72,30,18.0,100.0,0
300000,7,30,19,1,0,1,2,30,78.5,2.7777777777777777,0
200000,10,8,18,4,1,1,63,70,55.0,87.5,1
750000,64,3,17,3,0,1,37,30,48.5,51.388888888888886,0
100000,69,6,15,1,1,0,60,40,28.5,83.33333333333334,0
500000,64,30,4,6,0,1,26,30,56.0,36.11111111111111,0
2000000,46,33,4,5,0,1,1,30,59.0,1.3888888888888888,1
100000,14,20,1,3,1,0,1,70,21.5,1.3888888888888888,1
500000,1,30,5,2,1,1,27,100,57.5,37.5,1
1000000,20,14,13,3,1,0,72,100,33.5,100.0,0
1000000,44,3,6,3,1,1,37,70,32.0,51.388888888888886,1
500000,68,21,2,2,1,1,67,70,44.0,93.05555555555556,1
300000,7,39,0,2,1,1,72,70,59.0,100.0,0
200000,72,36,10,3,1,1,12,40,71.0,16.666666666666664,0
300000,6,2,7,6,0,0,9,30,12.5,12.5,0
100000,30,14,6,4,1,1,68,70,43.0,94.44444444444444,1
2000000,32,45,8,1,0,0,35,30,57.0,48.61111111111111,1
1000000,8,14,3,2,0,1,54,60,38.5,75.0,1
100000,34,29,9,4,0,1,56,0,62.5,77.77777777777779,0
200000,50,14,12,4,1,0,43,40,32.0,59.72222222222222,1
100000,82,1,6,6,1,0,48,40,10.0,66.66666666666666,0
750000,28,12,7,6,1,1,4,100,42.5,5.555555555555555,1
750000,45,36,1,1,0,0,42,30,37.5,58.333333333333336,0
200000,15,10,9,5,1,1,21,70,43.5,29.166666666666668,1
750000,82,25,7,2,1,0,6,70,35.5,8.333333333333332,1
1000000,30,32,15,4,1,1,10,100,74.5,13.88888888888889,0
1000000,83,7,18,2,1,0,10,70,34.0,13.88888888888889,1
500000,80,50,11,6,1,0,68,70,66.5,94.44444444444444,1
5000000,41,49,6,3,1,1,21,70,78.0,29.166666666666668,0
300000,52,27,14,1,1,1,27,40,68.0,37.5,1
500000,0,39,4,6,0,0,20,60,45.0,27.77777777777778,0
500000,76,21,6,5,1,0,3,70,30.0,4.166666666666666,1
100000,88,32,14,4,0,1,62,0,73.0,86.11111111111111,0
500000,19,31,10,2,0,1,39,60,66.0,54.166666666666664,1
2000000,37,9,10,3,0,1,37,30,44.0,51.388888888888886,0
100000,5,16,9,6,0,0,54,30,29.5,75.0,1
200000,59,34,13,5,1,0,31,40,53.5,43.05555555555556,0
2000000,71,0,9,1,0,1,68,30,33.5,94.44444444444444,0
300000,64,24,5,1,0,1,70,0,51.5,97.22222222222221,0
300000,61,19,15,3,0,0,56,0,41.5,77.77777777777779,0
300000,10,24,9,2,0,1,61,30,57.5,84.72222222222221,1
5000000,89,46,13,1,0,0,70,30,65.5,97.22222222222221,1
200000,5,21,4,2,1,0,68,70,27.0,94.44444444444444,1
1000000,36,35,18,2,0,1,42,30,82.0,58.333333333333336,1
300000,27,23,7,6,0,1,32,30,53.5,44.44444444444444,0
100000,65,28,20,2,0,1,36,0,78.0,50.0,0
500000,68,15,3,1,0,1,21,30,39.5,29.166666666666668,1
200000,21,12,1,1,1,0,64,70,13.5,88.88888888888889,1
2000000,56,35,14,3,1,1,72,70,76.0,100.0,1
300000,71,26,2,3,1,1,55,40,49.0,76.38888888888889,0
500000,36,9,0,2,1,1,7,70,29.0,9.722222222222223,0
500000,71,17,20,4,0,0,17,30,47.0,23.61111111111111,1
300000,77,22,3,4,0,1,59,0,46.5,81.94444444444444,0
5000000,43,14,5,2,1,0,11,70,21.5,15.277777777777779,1
750000,5,28,11,5,0,0,54,60,44.5,75.0,1
2000000,27,33,3,5,0,0,54,60,37.5,75.0,1
750000,65,21,8,2,0,0,46,30,33.0,63.888888888888886,1
1000000,81,5,3,5,0,0,0,30,9.5,0.0,0
5000000,9,20,9,4,1,0,70,100,33.5,97.22222222222221,1
750000,63,23,9,3,0,0,18,30,36.5,25.0,1
500000,14,22,15,5,0,0,13,60,44.5,18.055555555555554,1
100000,41,40,14,6,0,1,9,0,81.0,12.5,0
1000000,9,4,15,6,1,1,34,100,46.5,47.22222222222222,1
100000,39,20,6,2,1,1,70,40,49.0,97.22222222222221,1
300000,9,12,3,3,0,0,14,30,16.5,19.444444444444446,0
750000,81,23,7,5,1,0,29,70,33.5,40.27777777777778,1
500000,26,16,0,6,1,1,16,100,36.0,22.22222222222222,1
200000,4,3,18,4,0,1,2,30,50.0,2.7777777777777777,0
750000,32,31,1,6,0,0,52,30,32.5,72.22222222222221,0
5000000,60,23,12,3,1,0,11,70,41.0,15.277777777777779,1
500000,63,10,17,5,0,1,6,30,55.5,8.333333333333332,1
5000000,29,25,17,6,0,1,47,60,70.5,65.27777777777779,1
2000000,64,43,8,4,1,1,16,70,75.0,22.22222222222222,0
500000,45,50,0,3,1,1,50,70,70.0,69.44444444444444,1
5000000,7,11,3,2,1,0,0,100,15.5,0.0,0
2000000,46,21,17,6,1,0,14,70,46.5,19.444444444444446,1
500000,64,38,7,1,1,0,16,70,48.5,22.22222222222222,0
500000,87,2,0,3,0,1,43,30,22.0,59.72222222222222,0
2000000,76,42,12,2,1,1,27,70,80.0,37.5,0
100000,54,9,13,3,1,0,1,40,28.5,1.3888888888888888,0
750000,8,6,9,4,1,0,4,100,19.5,5.555555555555555,1
200000,6,10,12,3,0,0,24,30,28.0,33.33333333333333,1
750000,68,47,6,5,0,0,21,30,56.0,29.166666666666668,1
300000,2,3,18,1,0,1,25,30,50.0,34.72222222222222,0
500000,52,11,13,2,1,1,70,70,50.5,97.22222222222221,1
750000,42,46,3,3,1,0,24,70,50.5,33.33333333333333,1
300000,41,29,9,1,1,0,72,40,42.5,100.0,0
